900	2
0.226417	0.924741	0.270301
0.662313	0.758202	0.892987
0.626331	0.809931	0.808394
0.628956	0.360942	1.10079
0.202551	0.249825	0.389848
0.836695	0.0557573	1.48256
0.462935	0.537828	0.767061
0.454695	0.687094	0.679067
0.31785	0.111209	0.621189
0.165899	0.722343	0.247794
0.316721	0.966704	0.353819
0.545	0.242683	1.00645
0.300485	0.828181	0.400299
0.180517	0.701559	0.274276
0.751244	0.222419	1.33147
0.0726951	0.856777	0.0951288
0.620533	0.11948	1.15465
0.337413	0.782983	0.4693
0.917447	0.293466	1.52021
0.748436	0.370159	1.26881
0.837489	0.0605487	1.48321
0.148686	0.215125	0.289449
0.714011	0.550127	1.1165
0.26191	0.31135	0.492954
0.572985	0.165288	1.06951
0.93585	0.444105	1.45401
0.572497	0.389264	1.00241
0.34843	0.697165	0.523514
0.108463	0.593371	0.179492
0.208258	0.976562	0.231515
0.867397	0.00369274	1.52529
0.480148	0.958678	0.53083
0.607837	0.481979	1.01207
0.667531	0.368053	1.15518
0.951415	0.276925	1.56643
0.182653	0.991882	0.198755
0.965056	0.403088	1.51239
0.836055	0.336497	1.40078
0.815455	0.802362	1.01199
0.976226	0.333537	1.56547
0.276864	0.945372	0.32005
0.311075	0.000244148	0.612165
0.373974	0.0281381	0.730346
0.942289	0.461959	1.44824
0.940458	0.421247	1.47442
0.643635	0.241462	1.1654
0.375042	0.526536	0.633392
0.914914	0.222755	1.54586
0.376049	0.698935	0.562278
0.842372	0.194372	1.46434
0.935514	0.38847	1.48986
0.297067	0.379589	0.543761
0.374584	0.15949	0.722484
0.502426	0.858608	0.629382
0.701071	0.743065	0.950008
0.502121	0.290017	0.922374
0.0704062	0.778771	0.100144
0.559496	0.837336	0.710627
0.631581	0.402203	1.08661
0.0201727	0.70632	0.0306909
0.538926	0.334513	0.969535
0.668569	0.20069	1.21485
0.411145	0.630055	0.645846
0.109622	0.701071	0.167201
0.0191656	0.738426	0.0283453
0.207862	0.474105	0.367212
0.483261	0.0375072	0.928684
0.113407	0.718162	0.170429
0.76162	0.493118	1.21576
0.907895	0.751366	1.15198
0.710959	0.601947	1.07573
0.400403	0.748497	0.571207
0.500687	0.274148	0.924204
0.105136	0.933073	0.124959
0.661977	0.811426	0.846368
0.931974	0.630634	1.29677
0.552507	0.637135	0.843709
0.621143	0.0897855	1.15924
0.518937	0.934568	0.589361
0.453261	0.476852	0.778099
0.537461	0.849696	0.676
0.266243	0.950621	0.305826
0.61449	0.414747	1.05532
0.309641	0.22364	0.594256
0.728019	0.848537	0.879757
0.968688	0.516037	1.43365
0.591479	0.389996	1.03144
0.88815	0.307718	1.47892
0.0211188	0.321421	0.0400715
0.528336	0.796503	0.704941
0.188025	0.337138	0.352792
0.683767	0.466628	1.12836
0.53618	0.914304	0.623593
0.995758	0.675649	1.30961
0.647847	0.8417	0.804059
0.990967	0.664632	1.31698
0.837428	0.56325	1.25632
0.675924	0.898587	0.779165
0.755181	0.492111	1.20817
0.220038	0.143376	0.432055
0.781762	0.951567	0.81783
0.757317	0.185064	1.35049
0.495193	0.899442	0.591196
0.838618	0.597949	1.22936
0.991302	0.0917081	1.66645
0.565691	0.46794	0.956758
0.338908	0.841914	0.442857
0.937895	0.477248	1.43244
0.951109	0.0324717	1.62726
0.443068	0.256325	0.829412
0.153569	0.534318	0.26329
0.424085	0.410108	0.754732
0.731773	0.690878	1.02993
0.251625	0.123875	0.494141
0.737602	0.0227058	1.34468
0.835047	0.755913	1.07885
0.337199	0.80929	0.456575
0.502548	0.322214	0.913745
0.980956	0.703787	1.26715
0.781365	0.280465	1.35346
0.677084	0.0374157	1.25217
0.109958	0.518937	0.190579
0.437666	0.799493	0.590874
0.260781	0.0504776	0.515013
0.218451	0.429029	0.394154
0.176824	0.726066	0.26308
0.407147	0.757988	0.575154
0.881985	0.403821	1.41981
0.386822	0.602313	0.621724
0.532182	0.303903	0.968325
0.933256	0.826594	1.08864
0.458174	0.16126	0.873146
0.160314	0.632557	0.257486
0.924253	0.0740379	1.59197
0.600299	0.443617	1.02042
0.100131	0.713218	0.151198
0.199866	0.041139	0.396739
0.277017	0.799554	0.381255
0.513779	0.109043	0.977106
0.858699	0.25486	1.46508
0.876827	0.84283	1.02293
0.159703	0.932981	0.189381
0.835475	0.779107	1.05538
0.541124	0.337046	0.972235
0.620808	0.502548	1.01954
0.915555	0.229743	1.54413
0.94351	0.385571	1.50037
0.152562	0.541917	0.260393
0.892361	0.0177313	1.55687
0.415754	0.486496	0.71404
0.217627	0.480636	0.382902
0.962523	0.283792	1.57562
0.780511	0.125095	1.39629
0.438337	0.404218	0.780459
0.449416	0.00613422	0.868862
0.196051	0.734977	0.289019
0.225501	0.632801	0.360602
0.67214	0.576647	1.04395
0.877255	0.188299	1.51079
0.350444	0.8764	0.439389
0.866482	0.877468	0.97406
0.345592	0.603442	0.55785
0.846583	0.557115	1.27151
0.136357	0.673544	0.212497
0.514023	0.306101	0.937658
0.48085	0.328532	0.87559
0.0950346	0.0909452	0.188999
0.044496	0.377148	0.0827102
0.247932	0.183355	0.482573
0.772454	0.203467	1.367
0.66277	0.486099	1.08806
0.536821	0.949095	0.595705
0.139775	0.423292	0.254048
0.0912503	0.775536	0.130133
0.427259	0.551286	0.705977
0.862911	0.612934	1.24288
0.600665	0.546617	0.965672
0.613605	0.301157	1.09981
0.263802	0.727134	0.389608
0.501602	0.529984	0.829736
0.353771	0.762597	0.500979
0.574908	0.484176	0.962514
0.83047	0.730827	1.09943
0.227241	0.599963	0.371889
0.0321055	0.176122	0.0632068
0.648701	0.339061	1.13951
0.978332	0.32551	1.57201
0.801111	0.38667	1.33022
0.401166	0.119785	0.775387
0.950591	0.179266	1.60144
0.786584	0.214942	1.38331
0.287759	0.16895	0.559526
0.206397	0.610858	0.335746
0.667074	0.73043	0.921708
0.222816	0.0628986	0.441079
0.996582	0.116428	1.66787
0.646199	0.933317	0.716772
0.309427	0.368725	0.568092
0.427992	0.637837	0.666881
0.0480667	0.590136	0.079843
0.469253	0.344859	0.851189
0.592792	0.484146	0.988942
0.626759	0.0822474	1.16908
0.565355	0.568529	0.902889
0.697378	0.909085	0.789235
0.939787	0.96878	0.914507
0.662435	0.307474	1.17239
0.490463	0.198065	0.92365
0.973052	0.452254	1.48701
0.609729	0.829951	0.772971
0.157414	0.512925	0.273183
0.0257881	0.469192	0.0459975
0.532182	0.64565	0.810553
0.452284	0.928739	0.523415
0.298044	0.830775	0.39602
0.700613	0.0168767	1.28919
0.801752	0.212256	1.4049
0.286538	0.843074	0.375999
0.245033	0.0954619	0.482968
0.0622272	0.0466018	0.124239
0.622394	0.259102	1.12705
0.904813	0.856166	1.0306
0.168371	0.738304	0.247883
0.992767	0.385083	1.55241
0.0960723	0.734153	0.142428
0.701621	0.0696432	1.28778
0.907712	0.806879	1.09034
0.650075	0.655934	0.959289
0.0588092	0.00820948	0.117547
0.927549	0.641896	1.28178
0.257302	0.109622	0.505889
0.0346385	0.580645	0.0579115
0.178289	0.582293	0.29624
0.568133	0.151402	1.06381
0.8764	0.485458	1.35931
0.18067	0.404218	0.330415
0.676473	0.919248	0.759292
0.847865	0.0849025	1.49434
0.824183	0.198096	1.43928
0.972625	0.446028	1.49104
0.677358	0.401105	1.15399
0.358989	0.450789	0.632463
0.719993	0.455794	1.18413
0.586474	0.775536	0.790345
0.179479	0.410993	0.327302
0.815485	0.51735	1.26556
0.528642	0.0557878	1.00715
0.556352	0.0130924	1.05609
0.653829	0.540147	1.04328
0.431928	0.676016	0.653112
0.970305	0.153844	1.63063
0.465835	0.255837	0.869098
0.266121	0.91995	0.318672
0.927396	0.429609	1.45472
0.555834	0.158757	1.04203
0.264229	0.128239	0.518042
0.724906	0.679006	1.03199
0.154363	0.505844	0.268991
0.246895	0.751915	0.357002
0.208228	0.958129	0.237757
0.753838	0.525071	1.18448
0.352733	0.0953093	0.687792
0.741203	0.0317698	1.34967
0.428053	0.0772118	0.827726
0.189489	0.452284	0.338837
0.0285348	0.214942	0.0557488
0.382427	0.783532	0.528731
0.119083	0.2472	0.230381
0.704093	0.572985	1.08791
0.458052	0.196234	0.86743
0.695639	0.873501	0.823073
0.358165	0.210273	0.68567
0.15305	0.0748314	0.304054
0.816492	0.298532	1.39303
0.547288	0.7687	0.748105
0.544908	0.365001	0.968386
0.547655	0.302835	0.993985
0.932096	0.447371	1.44772
0.930418	0.181372	1.57743
0.468368	0.567156	0.761502
0.65276	0.96646	0.690248
0.664937	0.0975982	1.22815
0.374767	0.838618	0.48941
0.998169	0.0553301	1.67839
0.209357	0.471419	0.370323
0.910855	0.2219	1.54132
0.982147	0.37672	1.54674
0.401074	0.501968	0.684492
0.782373	0.376995	1.31092
0.230384	0.423841	0.416292
0.0861538	0.360881	0.161009
0.282327	0.18891	0.54727
0.233131	0.977996	0.258141
0.102603	0.176244	0.201673
0.537858	0.42964	0.931476
0.152135	0.308329	0.288804
0.817316	0.0115055	1.45853
0.804163	0.184576	1.41603
0.615558	0.564409	0.97572
0.616962	0.38847	1.0709
0.907193	0.489456	1.39057
0.912961	0.875027	1.01443
0.560076	0.484085	0.940421
0.195959	0.844356	0.258655
0.33961	0.65508	0.528327
0.4373	0.00790429	0.846963
0.734947	0.164464	1.323
0.762535	0.653676	1.09672
0.388653	0.0653096	0.756269
0.569658	0.416028	0.986678
0.411542	0.482864	0.708576
0.610462	0.157506	1.1323
0.363048	0.797784	0.495964
0.0656148	0.867702	0.0847897
0.179205	0.987609	0.196317
0.145573	0.986145	0.160119
0.829035	0.782647	1.04554
0.24781	0.0552385	0.489815
0.980499	0.792566	1.16644
0.202063	0.109745	0.398967
0.4579	0.259835	0.854452
0.634754	0.708335	0.900673
0.771172	0.596698	1.15307
0.983764	0.0143742	1.665
0.498795	0.361034	0.895056
0.194769	0.831965	0.260669
0.805536	0.828608	0.974924
0.630696	0.00253304	1.17941
0.876186	0.816614	1.0521
0.224982	0.07004	0.445085
0.546464	0.915983	0.63297
0.410535	0.619037	0.650084
0.912656	0.787744	1.1162
0.855159	0.193518	1.48118
0.200659	0.680258	0.3099
0.534837	0.201758	0.998724
0.676504	0.82345	0.851073
0.176489	0.713736	0.26544
0.878719	0.856044	1.00926
0.600574	0.557512	0.959085
0.954436	0.942534	0.959177
0.995788	0.620594	1.36541
0.380261	0.735649	0.550356
0.656484	0.762719	0.882496
0.849147	0.840785	1.00127
0.214118	0.245979	0.412179
0.604297	0.938719	0.671391
0.894467	0.0892056	1.55355
0.00204474	0.222785	0.00398841
0.830866	0.251961	1.4304
0.584124	0.30665	1.05149
0.966063	0.0551469	1.64281
0.440962	0.259133	0.825119
0.572527	0.744102	0.797139
0.147588	0.922239	0.17765
0.923795	0.600574	1.31655
0.0526444	0.168432	0.103751
0.146764	0.50969	0.2553
0.202368	0.254036	0.389078
0.787591	0.388348	1.31177
0.680593	0.924192	0.758226
0.121128	0.381115	0.224325
0.645894	0.42613	1.09617
0.736229	0.229926	1.30765
0.847499	0.0870083	1.49358
0.427168	0.724021	0.620736
0.900632	0.612415	1.28258
0.923643	0.636006	1.28362
0.103122	0.761589	0.149003
0.489151	0.0506912	0.938546
0.074221	0.556261	0.125947
0.920438	0.492538	1.40253
0.996918	0.67864	1.30745
0.978057	0.758324	1.20429
0.744774	0.215094	1.32437
0.780206	0.861263	0.916535
0.675466	0.402081	1.15079
0.190466	0.992279	0.20703
0.370708	0.529862	0.625199
0.73104	0.905667	0.824088
0.105411	0.66097	0.166114
0.0525224	0.634297	0.0845734
0.326182	0.319407	0.608444
0.491836	0.941679	0.555768
0.921049	0.806574	1.10195
0.748833	0.415937	1.24548
0.561205	0.300394	1.01675
0.213752	0.613453	0.346899
0.896756	0.394299	1.44271
0.976196	0.156743	1.63643
0.886624	0.231391	1.50858
0.0466323	0.194281	0.0914768
0.0449232	0.890927	0.0564667
0.822718	0.127537	1.45409
0.884518	0.182714	1.52146
0.330302	0.0121158	0.64861
0.338633	0.506424	0.581005
0.271645	0.538743	0.460622
0.443129	0.930906	0.512041
0.411145	0.00061037	0.799319
0.0589618	0.151158	0.116511
0.330332	0.1536	0.641077
0.917295	0.478072	1.40989
0.0833766	0.374767	0.155
0.768059	0.517777	1.20735
0.784021	0.0264901	1.41177
0.913297	0.696677	1.21416
0.655507	0.431654	1.1073
0.906491	0.288369	1.50967
0.574755	0.366314	1.01512
0.699179	0.09888	1.28089
0.641713	0.476394	1.06384
0.0160833	0.466384	0.0287299
0.805475	0.524522	1.24842
0.239967	0.731254	0.353814
0.07828	0.872799	0.100516
0.587512	0.833705	0.74512
0.368694	0.108585	0.71655
0.857662	0.194037	1.48424
0.465041	0.219062	0.875484
0.532975	0.532762	0.875359
0.200568	0.220374	0.388815
0.516434	0.786035	0.697869
0.331645	0.648824	0.518871
0.283761	0.773431	0.400645
0.159734	0.819147	0.21722
0.733024	0.773705	0.957278
0.429151	0.256691	0.804932
0.513047	0.66509	0.772436
0.531175	0.209998	0.990837
0.111423	0.786157	0.157131
0.54622	0.649159	0.827598
0.483474	0.173772	0.915714
0.155156	0.657216	0.244688
0.503555	0.33433	0.911649
0.950804	0.620228	1.32459
0.019837	0.204108	0.038848
0.181249	0.122379	0.357821
0.794	0.455702	1.28077
0.456191	0.952483	0.510719
0.106662	0.806269	0.147383
0.447035	0.127842	0.857532
0.310404	0.483749	0.540792
0.112766	0.342509	0.211982
0.110996	0.508103	0.193549
0.482192	0.744865	0.681839
0.858608	0.942534	0.88976
0.524216	0.45204	0.90052
0.629933	0.77224	0.843989
0.137211	0.70687	0.208016
0.382611	0.566149	0.630184
0.788934	0.0833766	1.41428
0.963317	0.57796	1.37545
0.83758	0.647847	1.18496
0.250069	0.443312	0.447098
0.0664693	0.480514	0.117798
0.211432	0.12833	0.41627
0.462325	0.465621	0.797094
0.162114	0.286905	0.309615
0.769036	0.754631	1.01329
0.997711	0.68218	1.30438
0.848262	0.810022	1.03441
0.688711	0.828547	0.859187
0.377697	0.435041	0.66886
0.816126	0.511124	1.27078
0.918699	0.69628	1.21961
0.428694	0.337931	0.784346
0.883969	0.144932	1.53031
0.00418104	0.98175	0.00464569
0.437361	0.243233	0.822165
0.795099	0.267586	1.37705
0.856105	0.402173	1.39007
0.340464	0.762383	0.482984
0.387432	0.536699	0.649385
0.425092	0.022309	0.824605
0.130558	0.54503	0.22265
0.267098	0.155309	0.521513
0.975311	0.617634	1.34985
0.215278	0.853664	0.280791
0.128422	0.782983	0.181554
0.737663	0.553819	1.14405
0.259499	0.595447	0.424871
0.981903	0.879513	1.06028
0.796747	0.372478	1.3321
0.689688	0.0240486	1.27222
0.404706	0.88641	0.497854
0.74572	0.228645	1.32168
0.174932	0.917875	0.211464
0.14243	0.012299	0.283876
0.560533	0.576769	0.891269
0.642537	0.310282	1.14123
0.586322	0.79696	0.773386
0.919492	0.176794	1.56579
0.36552	0.9111	0.438128
0.458144	0.208472	0.865416
0.45439	0.711875	0.664638
0.996338	0.344829	1.58014
0.0759606	0.905606	0.0936769
0.788476	0.201788	1.38978
0.744255	0.36491	1.26564
0.473128	0.594836	0.754814
0.319895	0.0863369	0.626591
0.824824	0.407758	1.34843
0.0290536	0.259285	0.056157
0.172308	0.463363	0.306754
0.475997	0.352611	0.860065
0.763939	0.552446	1.17773
0.181433	0.624897	0.29268
0.861354	0.277139	1.45955
0.677358	0.965087	0.713659
0.843287	0.864986	0.968868
0.689779	0.469039	1.13528
0.100162	0.610034	0.163916
0.440596	0.659169	0.674263
0.00106815	0.0970183	0.00212625
0.599811	0.752342	0.824252
0.714103	0.8652	0.849441
0.919584	0.883358	1.00939
0.161534	0.66747	0.252633
0.0808435	0.689413	0.124625
0.891263	0.981994	0.863999
0.784478	0.162328	1.39434
0.144963	0.931669	0.172334
0.617328	0.174627	1.14011
0.905423	0.268105	1.51716
0.725547	0.585467	1.10607
0.202979	0.576312	0.338054
0.825129	0.33311	1.3885
0.463546	0.356487	0.838022
0.58211	0.419904	1.00405
0.178533	0.138737	0.35176
0.892972	0.196142	1.52801
0.678518	0.287515	1.20375
0.096469	0.848964	0.127288
0.29133	0.65157	0.456766
0.648915	0.502365	1.05931
0.666707	0.715903	0.933169
0.292795	0.835322	0.387305
0.547655	0.412061	0.954207
0.251656	0.623188	0.4044
0.770714	0.242714	1.35246
0.480972	0.109439	0.919746
0.77575	0.876949	0.895621
0.507096	0.613819	0.793978
0.406964	0.872585	0.508909
0.885586	0.282754	1.48708
0.285958	0.681661	0.438081
0.809503	0.388989	1.33972
0.538469	0.595477	0.849111
0.899747	0.0859096	1.56056
0.155797	0.785119	0.219501
0.70806	0.0235908	1.30036
0.772301	0.093997	1.38941
0.964171	0.732139	1.22209
0.14011	0.738975	0.206451
0.0983612	0.178747	0.193276
0.0824	0.575243	0.138121
0.070864	0.405438	0.130129
0.206366	0.082461	0.408417
0.0386975	0.652303	0.0614895
0.157231	0.727805	0.233823
0.892209	0.873989	0.999188
0.694662	0.861751	0.833584
0.191412	0.0546892	0.379922
0.372326	0.803949	0.504835
0.534654	0.228309	0.992642
0.102847	0.274392	0.197651
0.889462	0.609882	1.2734
0.388012	0.826594	0.512576
0.917966	0.744621	1.16827
0.496902	0.439039	0.862989
0.827631	0.0808741	1.46785
0.372112	0.921201	0.439838
0.77871	0.873074	0.902499
0.545915	0.289895	0.995072
0.379192	0.820826	0.504629
0.847468	0.773064	1.0731
0.299509	0.351024	0.554118
0.182196	0.59624	0.299851
0.537065	0.948424	0.596508
0.164739	0.209082	0.320847
0.362804	0.441389	0.641767
0.886654	0.106967	1.54106
0.480392	0.649037	0.736321
0.600055	0.905026	0.697576
0.429731	0.295877	0.797045
0.598712	0.820093	0.768894
0.765831	0.600299	1.14391
0.077456	0.217322	0.151117
0.0440992	0.44322	0.0796505
0.251564	0.377361	0.46281
0.143986	0.522935	0.248626
0.516892	0.140355	0.978642
0.961303	0.4026	1.50876
0.932463	0.583636	1.3403
0.000946074	0.856532	0.00123947
0.806574	0.388256	1.33638
0.902005	0.421705	1.43167
0.667592	0.0516373	1.23654
0.424512	0.56035	0.697776
0.400769	0.602069	0.643058
0.931486	0.340251	1.513
0.832453	0.971282	0.834609
0.895657	0.0390027	1.56005
0.542528	0.681722	0.801805
0.463118	0.578143	0.748271
0.186926	0.00424207	0.371675
0.604907	0.193487	1.11615
0.111087	0.24311	0.215198
0.887509	0.248665	1.5033
0.535508	0.30369	0.973855
0.393902	0.596667	0.63496
0.0949126	0.20011	0.185758
0.82635	0.397015	1.35652
0.012299	0.658467	0.0194548
0.321665	0.794183	0.443154
0.688925	0.471633	1.13261
0.0112613	0.363353	0.0210517
0.991394	0.762932	1.20968
0.855983	0.730308	1.12522
0.0174871	0.813562	0.024023
0.787866	0.271126	1.36591
0.621754	0.611316	0.953948
0.68984	0.298563	1.21652
0.481918	0.775842	0.661693
0.244453	0.640492	0.388114
0.987701	0.0173345	1.66927
0.182928	0.0176702	0.363762
0.733146	0.7846	0.947162
0.966124	0.126377	1.63226
0.893735	0.258705	1.50696
0.427961	0.832301	0.558759
0.269417	0.348979	0.500252
0.413495	0.382	0.7457
0.274941	0.846675	0.359713
0.942015	0.0386059	1.61628
0.658895	0.393414	1.13094
0.926817	0.0469375	1.59766
0.232063	0.420423	0.419915
0.983062	0.335429	1.57164
0.387371	0.714408	0.570775
0.354625	0.86053	0.452824
0.69161	0.766869	0.918511
0.491348	0.999756	0.510039
0.330882	0.562761	0.549552
0.307901	0.900113	0.376716
0.691	0.964995	0.725793
0.655721	0.187567	1.19807
0.85342	0.350536	1.41542
0.038789	0.944334	0.0454712
0.288888	0.655354	0.451735
0.105136	0.359752	0.196449
0.529466	0.483016	0.894582
0.94467	0.961455	0.927518
0.100131	0.434767	0.181328
0.725028	0.832698	0.892453
0.491775	0.315867	0.897662
0.696799	0.722465	0.962878
0.456038	0.375744	0.819341
0.0986358	0.454207	0.176983
0.404035	0.237068	0.764271
0.994568	0.539659	1.43871
0.189489	0.67101	0.295041
0.573595	0.404218	0.997846
0.0583514	0.87402	0.0748514
0.94409	0.129643	1.60633
0.0451369	0.403058	0.0830115
0.953093	0.12067	1.61857
0.598193	0.425428	1.0259
0.0623493	0.601764	0.102727
0.714499	0.438765	1.18635
0.812494	0.350108	1.36392
0.365703	0.118564	0.710191
0.905972	0.571306	1.32408
0.496139	0.448683	0.857831
0.440657	0.323679	0.808769
0.374645	0.791162	0.514529
0.325083	0.39787	0.588879
0.58092	0.0518509	1.09611
0.406384	0.05768	0.789267
0.407941	0.598346	0.655595
0.342448	0.54857	0.573047
0.961943	0.0852077	1.63466
0.749687	0.779656	0.969176
0.740318	0.844874	0.89553
0.657094	0.0863369	1.21709
0.969939	0.998108	0.893963
0.798425	0.478805	1.27142
0.485946	0.942106	0.549325
0.7734	0.283273	1.34146
0.433241	0.371715	0.782287
0.609424	0.582049	0.956287
0.571154	0.489853	0.954059
0.754906	0.358745	1.2832
0.463088	0.56389	0.755107
0.0352184	0.754692	0.0513013
0.332102	0.483749	0.577243
0.60332	0.342936	1.06868
0.863704	0.478408	1.3498
0.415174	0.826228	0.546663
0.737358	0.646901	1.07299
0.262307	0.0648518	0.517528
0.167394	0.45967	0.298637
0.892026	0.84109	1.03777
0.235542	0.887265	0.294763
0.246559	0.265786	0.470997
0.29487	0.312021	0.553166
0.353221	0.234443	0.672918
0.228126	0.879391	0.288399
0.895505	0.837611	1.04472
0.840236	0.444594	1.34479
0.997467	0.133091	1.66534
0.166997	0.771691	0.238274
0.252266	0.185827	0.490603
0.981201	0.140507	1.64595
0.525925	0.781091	0.713006
0.276986	0.0182501	0.546824
0.567766	0.718192	0.809848
0.0142827	0.951689	0.0165761
0.9588	0.0904569	1.63031
0.903836	0.336131	1.48347
0.429273	0.457656	0.746757
